card_id,attack,defense,description
T242,3000,3200,一台の物理サーバーを分割して貸し出す仮想専用サーバー。安価に管理者権限を持てる自宅サーバー入門の定番
T243,2700,3700,クラウド事業者がデータセンター群を置く地理的な区分。東京とか大阪とか。近いほど通信の遅延は小さい
T244,2500,3900,リージョン内で独立した電源と設備を持つデータセンター群。分散配置すれば一箇所の障害でも生き残れる
T245,2400,4000,障害発生時に待機系へ自動で切り替わる仕組み。主役が倒れた瞬間に代役が舞台に立つ。観客は気づかない
T246,3500,2800,サーバーなどの資源を利用可能な状態に整える準備作業。かつては手作業だったが今は自動化が当たり前になった
T247,4100,2400,利用者に近い場所でデータを処理して遅延を減らす方式。全部クラウドに送る時代から現場で捌く時代へ
T248,3300,3600,オンプレミスとクラウドを組み合わせて使う構成。機密は手元に置き繁忙期は雲を借りるいいとこ取り戦略
T249,3400,3300,複数のクラウド事業者を併用する戦略。一社への依存を避けられるが運用の複雑さは倍プッシュである
T250,4300,3500,高速軽量で人気のWebサーバー兼リバースプロキシ。読み方はエンジンエックス。エヌジンクスではない
T251,2900,3800,データをオブジェクト単位で保存する方式。容量は実質無限でS3が代表格。世界中の写真はだいたいここにいる
T252,2200,3700,サービス品質の保証水準を定めた合意。稼働率99.9%でも年間約9時間は止まれる計算。数字の読み方が大事
T253,9800,7500,多層ニューラルネットが画像も言語も打ち破った現代AIの心臓部。冬の時代を終わらせた張本人
T254,8800,7200,データから規則性を自ら学ぶ技術。人間がルールを書く代わりに例を見せて育てる。現代AIの土台
T255,8600,6800,2017年の論文「Attention is All You Need」が生んだ構造。LLM時代の幕を開けた革命児
T256,8400,6500,膨大なテキストで訓練された巨大AI。略してLLM。次の単語を当てるだけで会話も翻訳もこなす天才
T257,7400,5500,文章や画像を自ら作り出すAI。宿題を手伝いすぎて先生を悩ませる存在にもなった
T258,7000,6000,脳の神経回路を数式で真似た仕組み。層を重ねるほど賢くなるが計算資源も食べ盛りになる
T259,6800,5200,試行錯誤と報酬で学ぶ手法。囲碁AIのAlphaGoが人類を超えた原動力。飴と鞭の科学
T260,6500,5800,人間の言葉をコンピュータに扱わせる技術。略称NLP。曖昧な日本語との戦いは今日も続く
T261,7200,2600,訓練データを丸暗記して本番で失敗する現象。テスト前夜の一夜漬けと同じ末路をたどる
T262,5600,4800,正解ラベル付きデータで学ぶ手法。分類も予測もお手のもの。ただしラベル付けは人間の涙の結晶
T263,5400,4200,正解なしでデータの構造を自力で見つける手法。クラスタリングが代表例。自習で伸びるタイプ
T264,5800,4000,写真から猫や顔を見分ける技術。2012年の画像認識コンテストで深層学習が圧勝し歴史が動いた
T265,5200,3600,AIへの指示文を工夫する技術。丁寧に頼むと性能が上がるという妙に人間くさい世界
T266,5000,4400,大量データから知識を掘り出す技術。おむつとビールが一緒に売れるという伝説の逸話で有名
T267,4800,4600,変数間の関係を数式で表す統計手法。売上予測から気温予測まで大活躍。予測の基本のキ
T268,5900,1500,AIが事実でないことを自信満々に答える現象。もっともらしい嘘ほど怖いものはない
T269,4600,5200,データの海を航海するための羅針盤。AI時代に再ブレイクした古参の学問。平均だけ見ると騙される
T270,5100,3900,誤差が減る方向へ少しずつ進む最適化手法。霧の山を手探りで下山するようなもの
T271,4200,3200,似たデータ同士を自動でグループ分けする手法。k-means法が定番。教師なし学習の代表選手
T272,3800,3400,はい・いいえの分岐で答えを導くモデル。図にすると木の形。人間にも読めるのが自慢
T273,3400,3800,AIを育てる教材となるデータ。質と量が賢さを左右する。ゴミを入れればゴミが出る
T274,4000,3000,データの特徴を数値で表したもの。良い特徴量選びは職人技。AIの成績はここで決まると言われる
T275,2800,3600,データに正解ラベルを付ける作業。地味だが超重要。AIの陰の立役者は人間の根気だった
T276,3600,2600,AIの答えと正解のズレを測る関数。この値を減らすことが学習そのもの。いわばAIの通知表
T277,3900,2900,モデル内部の調整可能な数値。最新LLMは数千億個も持つ。多ければ賢いとは限らないのが世の常
T278,4400,1200,偏ったデータから生まれるAIの偏見。採用AIが炎上した原因もこれ。データは世相を映す鏡
T279,2600,3900,欠損や重複を除きデータを整える作業。分析の8割は掃除だと言われる地味で偉大な工程
T280,3200,3100,二つの量の関係の強さを示す指標。ただし相関があっても因果があるとは限らないので注意
T281,3000,3300,データのばらつき具合を示す指標。偏差値の正体もこれ。平均だけでは見えない景色を映す
T282,4300,3500,学習済みモデルを別の課題に流用する手法。先輩の知識を借りて少ないデータでも賢くなれる
T283,9600,8800,リーナス・トーバルズが2週間で作った分散型バージョン管理システム。世界の開発を支える王者
T284,8200,7500,Gitリポジトリを共有する世界最大の開発プラットフォーム。エンジニアの履歴書とも呼ばれる
T285,7800,8000,ソースコードを公開し誰でも利用改良できる文化。LinuxもPythonもこの精神の申し子
T286,8000,7000,短い周期で作って直すを繰り返す開発手法。2001年の宣言から世界を席巻。変化を味方にする
T287,7100,6200,ビルドとテストと配備を自動化する仕組み。人間は寝ていてもコードは本番へ旅立つ
T288,6700,6300,開発と運用が手を組み高速リリースを実現する文化。壁を壊すのはハンマーではなく信頼
T289,6400,5600,短期のスプリントで回すアジャイル手法。毎朝の立ち会議は15分厳守。座ると長引くから立つ
T290,6200,6500,先にテストを書いてから実装する手法。略してTDD。赤から緑へ変わる瞬間が最高のご褒美
T291,5900,6400,動作を変えずにコードを整理整頓する作業。未来の自分への最高の贈り物。壊すと本末転倒
T292,4400,5500,要件定義から順に滝のように進む開発手法。後戻りが苦手。計画好きの古参だが今も現役
T293,4200,5300,関数や部品単位で動作を確かめるテスト。小さな安心の積み重ねが大きな品質を作る
T294,4600,5100,他人の目でコードを点検する工程。バグ発見と知識共有の一石二鳥。指摘は人格攻撃にあらず
T295,5500,4300,プログラムの虫を探して退治する作業。語源は本物の蛾がリレーに挟まった事件という説が有名
T296,5300,4700,エディタとデバッガとビルドを一つにまとめた統合開発環境。開発者の万能作業台
T297,4900,4900,二人一組で一つの画面に向かう開発手法。運転手と指示役を交代しながらバグを減らす
T298,5700,1800,急ぎの実装で積み上がる将来のツケ。利息はバグと修正コスト。返済計画はお早めに
T299,4500,5400,ファイルの変更履歴を記録し過去へ戻れる仕組み。最終版_本当の最終版と決別できる文明の利器
T300,4700,4100,変更の取り込みを依頼するGitHubの機能。レビューと議論の舞台。略してプルリク
T301,3700,3700,チーム全員で一つの画面に向かう開発手法。ワイワイ書けば知識も品質も全員のものになる
T302,2400,4000,変数や関数の名前の付け方のルール。良い名前はコメントより雄弁。hogeとの決別を誓おう
T303,2200,3900,チームで守るコードの書き方ルール。インデント論争を鎮める平和条約。自動整形が救世主
T304,4500,1000,同じ箇所を複数人が変更してぶつかる衝突。朝一番に見ると胃が痛む開発あるあるの代表格
T305,2500,3800,コードと履歴を保管する貯蔵庫。直訳は倉庫。開発者の宝物庫であり黒歴史の保管庫でもある
T306,3300,3200,変更を歴史に刻む操作。メッセージには理由を書こう。「修正」だけの履歴は未来の自分を泣かせる
T307,3500,2800,開発の流れを枝分かれさせる機能。本流を守りつつ実験し放題。育てすぎると統合が大変
T308,2700,3500,バグや要望をチケットで追跡する手法。忘却は最大の敵。書いておけばいつか誰かがやるはず
T309,3100,3600,プログラムを実行せずにコードの問題を検出する手法。口うるさいが頼れる校閲者
T310,2000,4000,仕様や使い方を残す文書。書くのは面倒だが半年後の自分は他人。未来への手紙だと思って書こう
T311,2900,3400,スプリントの終わりに行う振り返り会。反省会ではなく改善会。犯人探しは禁止が鉄則
T312,3200,3300,作業を見える化するボード管理手法。トヨタ生産方式が源流。付箋が右へ動くと嬉しい
T313,8200,7000,IPv4の枯渇を救う128ビットの次世代プロトコル。アドレス数は約340澗個で地球の砂粒より多い。移行は道半ば
T314,6800,6200,通信を暗号化しHTTPSの土台となるプロトコル。前身はSSLで今も名前が混同されがち。鍵マークの正体はこれ
T315,6500,5800,暗号化された安全なリモートログインを実現。telnetの平文通信を置き換えた。エンジニアの毎日の相棒
T316,4800,4200,IPアドレスからMACアドレスを調べるプロトコル。LAN内通信の縁の下の力持ちで試験にもよく登場する
T317,4300,4600,通信エラーや状態を通知するプロトコル。pingの正体はICMPのエコー要求。届かない理由を教えてくれる親切者
T318,3900,5000,TCP接続開始の三段階の儀式。SYNとACKを交わして合意成立。握手三回でようやく本題に入る律儀な仕組み
T319,4500,3800,通信の品質を制御し優先度をつける技術。ビデオ会議のカクつき防止に活躍。帯域は平等より適材適所が正義
T320,3200,2400,スマホをルーター代わりにしてPCなどをネット接続する機能。便利だが使いすぎると通信制限で泣くはめに
T321,3800,1800,ネットワーク内の全端末へ一斉送信する通信方式。ARPでも大活躍。全員に届くが乱発すると迷惑になる
T322,4200,2800,光の全反射を利用してデータを高速伝送するケーブル。髪の毛ほどの細さで海底を越えて世界をつなぐ
T323,3600,2600,3Gと4Gの間をつなぐ高速モバイル通信規格。名前は長期的進化の意味。実質4Gとして世界中で使われた
T324,2600,3400,ネットワークの接続形態のこと。スター型やバス型やリング型がある。試験では図を見て名前を答えがち
T325,2900,1400,遠隔ログインの古参プロトコル。通信が平文なので現在はSSHに主役を譲った。ポート23番は試験の定番
T326,8800,4200,修正パッチ公開前の脆弱性を突く攻撃。対策期間が0日だからゼロデイ。防御側にとって最悪のサプライズ
T327,5200,6400,わざと攻撃させて手口を観察するおとりシステム。蜜壺の名の通り攻撃者を誘い込む。罠と知らず入るのは誰だ
T328,6200,6300,量子力学の原理で盗聴を検知できる暗号技術。盗み見た瞬間に状態が変わるため理論上は破れない最強の鍵
T329,3600,5200,内部と外部の間に設ける非武装地帯。公開サーバを置いて内部網を守る。試験頻出のネットワーク設計の基本
T330,3400,5000,一度きりで使い捨てのパスワード。盗まれても次には使えない。銀行アプリでおなじみの数字の早変わり
T331,4000,4800,指紋や顔や虹彩など体の特徴で本人確認する技術。パスワードと違い忘れないが変更もできないのが弱点
T332,5600,2200,脆弱性を悪用する攻撃コードのこと。検証用ツールとしての顔も持つ。使う人次第で薬にも毒にもなる
T333,2400,1200,ソフトウェアに潜むセキュリティ上の欠陥。放置すれば攻撃の入り口に。読み方はぜいじゃくせいが正解
T334,3000,3600,セキュリティ事故に対応する専門チーム。読みはシーサート。インシデントの火消し部隊として組織を守る
T335,2800,3800,セキュリティ事故発生後の初動対応のこと。検知から封じ込め復旧まで速さが命。慌てず騒がず手順通りに
T336,2200,3200,画像や音声に見えない情報を埋め込む技術。著作権保護や改ざん検知に活躍。消しても浮かび上がる執念の印
T337,2500,3700,安全確認が済むまで端末を隔離する仕組み。社内ネット接続前の健康診断。ウイルス持ち込みを水際で阻止
T338,3300,3900,脆弱性を修正する更新プログラム。適用の先延ばしは攻撃者への招待状。アップデートは早めが鉄則
T339,7800,6500,1958年生まれの構造化プログラミングの始祖。CやPascalなど後世の言語はほぼ全てこの子孫。名前の由来はアルゴリズム言語
T340,6800,6000,米国防総省が主導した高信頼性言語。名前は世界初のプログラマとされるエイダ・ラブレスに由来。航空機や鉄道で今も現役
T341,6200,4800,行列計算に特化した数値計算言語。研究者と技術者の相棒で、制御設計やシミュレーションの現場で圧倒的シェアを誇る
T342,5200,4000,マイクロソフト製の関数型言語。OCamlの影響を受けつつ.NET上で動く。関数型入門としてC#使いに人気がある
T343,4600,4400,Pascalを進化させたObject Pascalと強力なIDEのセット。90年代のWindowsアプリ開発を席巻した
T344,5000,3000,イーサリアムのスマートコントラクトを書くための言語。書いたコードがそのままお金を動かすのでバグの重みが桁違い
T345,3800,3600,「AにBを足して表示」のように日本語で書けるプログラミング言語。教育現場で活躍する日本発のユニークな存在
T346,3600,3200,フォームにボタンを置いてダブルクリック。直感的なGUI開発で90年代に一世を風靡し業務アプリを量産した
T347,3400,2800,Java仮想マシン上で動く動的スクリプト言語。ビルドツールGradleの設定を書く言語としてもおなじみ
T348,3900,2600,Pythonのような見た目でCに匹敵する速度を出す静的型付け言語。コンパイル結果はC言語経由で生成される
T349,3800,3000,C++の複雑さを反省して設計された言語。ガベージコレクション標準搭載で書きやすさと速度の両立を狙った野心作
T350,3200,3400,ExcelやWordを自動操縦できるマクロ言語。事務作業の救世主だが、野良マクロが引き継がれず化石化しがち
T351,2800,2000,JavaScriptを短く美しく書くための言語として一世を風靡。その良い部分はES6に吸収され歴史的役目を終えた
T352,8200,6800,Meta製のUIライブラリ。仮想DOMで差分だけを効率よく描画する。コンポーネント思想でフロントエンド開発を一変させた
T353,6600,5400,学習しやすさで人気のフロントエンドフレームワーク。元Google社員のエヴァン・ヨー氏が個人で開発を始めたOSS
T354,7000,5000,JavaScriptをサーバー側で動かす実行環境。非同期I/Oが得意で、ブラウザの言語が世界のバックエンドに進出した
T355,3600,4800,インデントで階層を表す人間に優しい設定ファイル形式。名前は「YAMLはマークアップ言語ではない」の再帰的略語
T356,4000,4200,#や*などの記号で見出しや強調を表す軽量記法。READMEからブログまで、今やエンジニアの標準筆記具
T357,4800,5000,1994年にデンソーの技術者が開発した二次元コード。囲碁からヒントを得た日本発の発明で、今や世界の決済を支える
T358,4400,3200,日本のガラケー文化から生まれ、Unicodeに正式採用された世界共通語。英語でもそのままemojiと呼ばれる
T359,3000,3800,値をカンマで区切るだけの素朴なデータ形式。仕様が緩く方言が多いのに、今日も世界中の業務システムを繋いでいる
T360,2600,2400,サイトの更新情報を配信するXMLベースの形式。SNS時代に押されつつも、ポッドキャスト配信では今も現役の主役
T361,3400,2600,Googleが開発した画像形式。JPEGより小さくPNGのような透過も可能。読み方は公式には「ウェッピー」
T362,3800,3600,Twitter社内ツール発のCSSフレームワーク。グリッドと部品が揃い、デザイナー不在でもそれなりの見た目になる
T363,2400,3000,ブラウザの表示領域のこと。metaタグでの設定を忘れるとスマホで豆粒サイズの表示になる。レスポンシブ対応の第一歩
T364,2800,2800,HTMLのhead内でページ情報を検索エンジンやSNSに伝えるタグ。文字コード指定からOGPまで縁の下の力持ち
T365,8200,6800,文章や画像を数値ベクトルに変換し類似度で検索する新世代DB。生成AIのRAG構成で一躍主役に躍り出た
T366,6800,5500,データを複数サーバに水平分割して負荷を分散する技術。1台の限界を超えられるが結合処理が急に面倒になる
T367,7000,5800,全文検索エンジンの定番OSS。転置インデックスで大量文書を瞬時に検索。ログ分析のELKスタックでも活躍
T368,5200,4600,AWSのフルマネージドNoSQL。キーバリュー型でミリ秒応答を実現。Amazonのカートの裏側で鍛えられた実力派
T369,5500,4200,Facebook生まれの分散NoSQL。単一障害点がなく大量書き込みに強い。名前はギリシャ神話の予言者から
T370,5800,3500,データを全部メモリ上に置いて爆速アクセスを実現するDB。ディスクIOの待ちとは無縁だが電源断が天敵
T371,4200,5000,問い合わせ結果を実体として保存しておくビュー。集計を先に済ませて高速化するが更新の鮮度と引き換え
T372,3800,3200,巨大な表を日付などのルールで内部分割する手法。検索対象を絞れて高速化。整理整頓はDBでも大事だった
T373,3000,3600,DB接続を使い回して接続確立のコストを削減する仕組み。毎回握手し直すより顔なじみが速いという理屈
T374,3500,2800,SQLで行をグループ化して集計する句。集計関数と名コンビ。SELECT句に書ける列の制限で初心者を惑わす
T375,3200,3000,SUMやAVGなど複数行から1つの値を導く関数。COUNTは行数を数える定番。NULLの扱いに試験の罠が潜む
T376,4000,3800,多分木でデータを平衡に保つ索引構造。範囲検索に強くDB索引の王道。基本情報でも探索回数の計算が頻出
T377,4200,3400,データを行ではなく列単位で格納するDB。特定列の集計が爆速で分析用途の定番。BigQueryもこの系譜
T378,8600,5800,量子ビットの重ね合わせで並列計算を行う次世代計算機。素因数分解を高速化するショアのアルゴリズムが有名
T379,6500,5000,文字列のパターンを記号で表す表記法。検索や置換の万能ツールだが呪文じみた見た目で初見の人を威圧する
T380,7000,4800,グラフの最短経路を求める代表的アルゴリズム。カーナビや経路検索の基礎。負の辺があると使えない点に注意
T381,5400,4000,ヒープ構造から最大値を順に取り出して整列する手法。最悪でもnlognを保証する堅実派だが安定ソートではない
T382,4800,5200,Unicodeを1〜4バイトの可変長で表す符号化方式。ASCII互換でWebの事実上の標準。世界の文字を一つに
T383,5600,4400,プログラムが停止するか判定する万能な手続きは存在しないという定理。チューリングが証明した計算の限界
T384,5800,3800,ヒューリスティック関数で探索を賢く導く最短経路アルゴリズム。ゲームAIの経路探索の定番。読みはエースター
T385,3600,2800,間隔を空けた挿入ソートを繰り返し徐々に間隔を狭める整列法。考案者シェル氏の名前が由来で貝殻とは無関係
T386,3400,3800,世界中の文字を一つの体系で扱う文字コードの国際標準。絵文字も収録済みで寿司や猫も文字の仲間入りした
T387,3200,3400,日本語文字コードの古参規格。Windowsで長く使われたが2バイト目の罠で文字化けの思い出も量産した
T388,4400,3000,チューリングマシンと同等の計算能力を持つ性質。理論上ExcelもマイクラもCPUになれるという称号
T389,4000,3200,容量制限内で価値を最大化する組合せ最適化問題。動的計画法の練習台として定番。NP困難の代表格でもある
T390,3000,3600,3本の杭で円盤を移し替えるパズル。再帰アルゴリズムの教材として定番。64枚では宇宙の寿命でも終わらない
T391,7500,7000,導体と絶縁体の中間の性質を持つ物質。シリコンが代表格で、CPUもメモリもこれなしでは作れない現代文明の主役
T392,7200,5000,理化学研究所と富士通が開発した日本の誇る計算の怪物。2020年に性能ランキング世界4冠を達成し京の後継を務めた
T393,5000,6200,坂村健氏が提唱した日本発のOSプロジェクト。家電や車の組込みOSとして世界シェアを握る縁の下の力持ち
T394,5500,4000,電気信号の増幅とスイッチングを担う半導体素子。1947年の発明が真空管を追放しコンピュータ小型化の扉を開いた
T395,5200,3000,半導体の集積度は約2年で2倍になるという経験則。半世紀も業界を導いたが微細化の限界で近年は雲行きが怪しい
T396,3500,5500,銀行や官公庁の基幹業務を支える大型汎用機。何度も絶滅を予言されながら今日も勘定系で静かに動き続ける古豪
T397,4500,5000,処理を決められた時間内に必ず完了させるOS。車のブレーキ制御では一瞬の遅れが命取り、締切厳守の鬼である
T398,3500,2500,教育用に生まれた名刺サイズの小型コンピュータ。安価で遊べるため電子工作からサーバまで世界中の趣味人が愛用
T399,3000,4000,家電や車など機器に組み込まれ特定機能を担うシステム。炊飯器にもコンピュータが入っている時代、試験でも定番
T400,4000,2000,UNIX系OSでコマンドの出力を次のコマンドの入力へ渡す仕組み。縦棒一本で小さな道具をつなぐUNIX哲学の象徴
T401,2500,3500,OSがプログラムに渡す設定値の入れ物。PATHが通らず苦しむのは初心者の通過儀礼、秘密情報を入れる時は取扱注意
T402,3000,3000,Googleが開発したブラウザ中心の軽量OS。Linuxベースで起動は爆速、教育市場では低価格を武器に大暴れした
T403,2000,4000,消費電力あたりの処理性能を示す指標。データセンターの電気代もスマホの電池持ちも、現代の設計はワットとの戦い
T404,8000,6500,Microsoftが運営する世界2位のクラウド。Windowsや365との連携を武器に企業システムへ深く食い込む巨人
T405,7000,5500,Googleが提供するクラウドサービス。検索を支える強大なインフラとBigQueryなどのデータ分析力が看板
T406,5500,6500,世界中にエッジ拠点を持つCDNとセキュリティの巨人。DDoS攻撃を涼しい顔で受け流すネットの門番的存在
T407,4500,5000,本番と待機の2環境を用意し切り替えでリリースする手法。問題が出たら即座に旧環境へ戻せる安心設計が売り
T408,5000,4000,新版を一部ユーザーだけに先行公開して様子を見る手法。炭鉱でガスを検知したカナリアが名前の由来という切ない話
T409,5000,4500,マイクロサービス間の通信を一手に引き受ける基盤。Istioが代表格で、増えて絡まったサービスの糸をほぐす
T410,3500,5500,システムが止まらず使える度合いを示す指標。稼働率99.999%は年間停止5分強、ファイブナインと呼ばれる憧れの境地
T411,3500,2500,git pushだけでアプリを公開できた元祖PaaS。無料枠で世界中の入門者を育てたが2022年に無料プランは終了
T412,4000,2000,Next.jsの開発元が運営するフロントエンド向けホスティング。プッシュすれば即デプロイでプレビュー環境も自動生成
T413,3000,1500,サーバーレス関数が久々に呼ばれた時に起動へ余計にかかる遅延。初回だけ待たされるのは寝起きが悪いのと同じらしい
T414,2500,3500,コンテナイメージを保管し配布する倉庫。Docker Hubが有名で、pull一発で世界中のイメージが手に入る
T415,3500,2000,要求から応答までの遅延時間。光の速さにも限界があり、地球の裏側との通信は物理法則ゆえゼロにはできないのが辛い
T416,4000,3000,単位時間あたりに処理できる仕事量。回線速度や処理性能の指標で、レイテンシとの違いは試験でも実務でも問われる
T417,8200,6000,OpenAIが2022年に公開した対話型AI。公開2か月で利用者1億人に到達し、世界に生成AIブームを巻き起こした
T418,7000,5000,ノイズだらけの状態から少しずつノイズを取り除いて絵を生み出す生成モデル。画像生成AIブームの立役者である
T419,6800,4500,偽物を作る生成器と見破る識別器を競わせて学習するGAN。イタチごっこの末に本物そっくりの画像が生まれる
T420,5200,4800,検索で見つけた資料をAIに渡してから回答させる手法。カンニングに見えるが正確さのためなら手段を選ばない
T421,5000,4000,学習済みモデルを自分のデータで追加学習させて専門家に仕立てる手法。ゼロから育てるより早くて安上がりだ
T422,4400,4200,言葉や画像の意味を数値の並びに変換したもの。意味が近いもの同士はベクトル空間でもご近所さんになる
T423,4800,3500,機械が人間らしく会話できるかを判定する試験。1950年にチューリングが提案し、今もAI論争の火種である
T424,3800,3200,機械学習モデルの開発から運用までを継続的に回す仕組み。作って終わりのモデルは現場で静かに腐っていく
T425,3600,3400,クラウドに送らず端末側でAIを動かす方式。通信不要で応答が速く、プライバシーにも優しい働き者である
T426,3400,3600,正常なデータのパターンを学び、外れた動きを見つけ出す技術。不正利用や機械の故障予兆をいち早く察知する
T427,3500,2800,購買や視聴の履歴から好みを推定しおすすめを提示する仕組み。あなたより先にあなたの好みを知っているかも
T428,4000,3000,学習済みモデルが新しいデータに対して答えを出す工程。学習は道場での修行、推論は実戦というわけである
T429,4500,1200,AIが人間の知能を超えるとされる技術的特異点。2045年説が有名だが、来るかどうかは誰にも分からない
T430,7800,6500,Microsoft製の無料コードエディタ。豊富な拡張機能を武器に世界シェア首位へ駆け上がったOSSの優等生
T431,6800,5200,キーボードだけで高速編集できる伝説のエディタ。初心者の最初の試練は終了方法を見つけることである
T432,6200,5800,JavaScriptのパッケージ管理ツール。世界最大級の登録数を誇り、node_modulesは今日も重い
T433,5400,5000,拡張の自由度が異常に高い老舗エディタ。エディタの皮をかぶったOSと呼ばれ、Vimとの宗教戦争は終わらない
T434,5000,4400,シェルのコマンドを並べて処理を自動化する台本。地味だがサーバー運用の現場を陰で支え続ける名脇役である
T435,4600,4200,ビルド手順と依存関係を記述するmakeの設定ファイル。インデントはタブ必須という罠で初心者を待ち構える
T436,5200,4800,先人がまとめたソフトウェア設計の定石集。GoFの23種が有名で、名前を知っているだけで設計会議で強くなれる
T437,3600,3200,文字だけでコンピュータと対話する黒い画面。慣れるとマウスより速く、映画ではハッカーの必須小道具になる
T438,2800,3800,システムの動作を記録した文字の履歴。障害調査の命綱だが、出し忘れに気づくのはいつも障害が起きた後だ
T439,3000,2600,アヒルのおもちゃにコードを説明するとバグに気づけるという手法。説明した瞬間に自分で答えを悟るのがオチ
T440,3400,1800,既にある仕組みをわざわざ一から作り直すこと。無駄の代名詞だが、学習目的ならむしろ最高の教材になる
T441,3200,2800,自社製品を自分たちで日常的に使って品質を確かめる文化。犬の餌を自分で食べてみせた逸話が語源とされる
T442,4200,2200,短期間で集中的に開発しアイデアを形にするイベント。ハックとマラソンの造語で、徹夜の果てに友情が生まれる
